Entity,Code,Year,Renewables (% equivalent primary energy),Geo Biomass Other - TWh,Solar Generation - TWh,Wind Generation - TWh,Hydro Generation - TWh,Electricity from wind (TWh),Electricity from hydro (TWh),Electricity from solar (TWh),Other renewables including bioenergy (TWh),Renewables (% electricity),Hydro (% equivalent primary energy),Hydro (% electricity),Wind Capacity,Wind (% equivalent primary energy),Wind (% electricity),Solar Capacity,Solar (% equivalent primary energy),Solar (% electricity),Biofuels Production - TWh - Total,Geothermal Capacity
Mexico,MEX,1973,9.648298,0.161,0.0,0.0,16.371,0.0,16.371,0.0,0.161,,9.558098,,,0.0,,,0.0,,,
Mexico,MEX,1974,9.094654,0.463,0.0,0.0,16.708,0.0,16.708,0.0,0.463,,8.859077,,,0.0,,,0.0,,,
Mexico,MEX,1975,7.7844524,0.518,0.0,0.0,15.182,0.0,15.182,0.0,0.518,,7.537663,,,0.0,,,0.0,,,
Mexico,MEX,1976,8.30845,0.579,0.0,0.0,17.255,0.0,17.255,0.0,0.579,,8.049266,,,0.0,,,0.0,,,
Mexico,MEX,1977,8.738277,0.592,0.0,0.0,19.193,0.0,19.193,0.0,0.592,,8.487074,,,0.0,,,0.0,,,
Mexico,MEX,1978,6.597964,0.598,0.0,0.0,16.217,0.0,16.217,0.0,0.598,,6.372474,,,0.0,,,0.0,,,
Mexico,MEX,1979,6.7473717,1.019,0.0,0.0,18.008,0.0,18.008,0.0,1.019,,6.399861,,,0.0,,,0.0,,,
Mexico,MEX,1980,5.803558,0.915,0.0,0.0,16.91,0.0,16.91,0.0,0.915,,5.5170903,,,0.0,,,0.0,,,
Mexico,MEX,1981,7.5373626,0.964,0.0,0.0,24.618,0.0,24.618,0.0,0.964,,7.264395,,,0.0,,,0.0,,,
Mexico,MEX,1982,6.8430967,1.296,0.0,0.0,22.924,0.0,22.924,0.0,1.296,,6.49096,,,0.0,,,0.0,,,
Mexico,MEX,1983,6.308686,1.353,0.0,0.0,20.733,0.0,20.733,0.0,1.353,,5.936908,,,0.0,,,0.0,,,
Mexico,MEX,1984,6.8312964,1.424,0.0,0.0,23.603,0.0,23.603,0.0,1.424,,6.457451,,,0.0,,,0.0,,,
Mexico,MEX,1985,7.82051,1.641,0.0,0.0,28.427292,0.0,28.427292,0.0,1.641,31.253574,7.410039,29.547886,,0.0,0.0,,0.0,0.0,,
Mexico,MEX,1986,6.596592,3.394,0.0,0.0,21.2975,0.0,21.2975,0.0,3.394,24.793179,5.7216263,21.3852,,0.0,0.0,,0.0,0.0,,
Mexico,MEX,1987,6.1185946,4.418,0.0,0.0,19.285194,0.0,19.285194,0.0,4.418,22.326666,5.0159335,18.165236,,0.0,0.0,,0.0,0.0,,
Mexico,MEX,1988,6.7846127,4.633,0.0,0.0,21.836111,0.0,21.836111,0.0,4.633,23.58453,5.636938,19.45643,,0.0,0.0,,0.0,0.0,,
Mexico,MEX,1989,7.2933803,4.675,0.0,0.0,25.354195,0.0,25.354195,0.0,4.675,25.014498,6.1969137,21.120195,,0.0,0.0,,0.0,0.0,,
Mexico,MEX,1990,6.8308434,5.124,0.001,0.001,24.480944,0.001,24.480944,0.001,5.124,25.177782,5.68796,20.818626,,0.00023135665,0.0008504013,,0.00023135665,0.0008504013,0.0,743.0
Mexico,MEX,1991,6.324605,5.8325124,0.002,0.001,22.625263,0.001,22.625263,0.002,5.8325124,22.136204,5.061256,17.597464,,0.00022275026,0.0007777794,,0.00044760195,0.0015555588,0.0,
Mexico,MEX,1992,7.251022,6.365523,0.003,0.001,26.813694,0.001,26.813694,0.003,6.365523,25.08641,5.8929014,20.27107,,0.00021883973,0.00075599697,,0.00065858365,0.002267991,0.0,
Mexico,MEX,1993,7.209392,6.4997606,0.004,0.001,26.65493,0.001,26.65493,0.004,6.4997606,24.627949,5.8281927,19.796814,,0.00021772584,0.00074270746,,0.0008750114,0.0029708298,0.0,
Mexico,MEX,1994,5.4481173,6.2185254,0.005,0.005,20.27132,0.005,20.27132,0.005,6.2185254,18.134733,4.1955853,13.872346,,0.0010343557,0.003421668,,0.0010343557,0.003421668,0.0,
Mexico,MEX,1995,7.1109824,6.4144435,0.005,0.007,27.598667,0.007,27.598667,0.005,6.4144435,22.629654,5.796837,18.355513,,0.0014699651,0.0046556084,,0.0010496932,0.0033254344,0.0,743.0
Mexico,MEX,1996,7.601215,6.184555,0.006,0.006,31.336277,0.006,31.336277,0.006,6.184555,23.968714,6.3794622,20.011553,,0.0012220396,0.0038316397,0.01,0.0012220396,0.0038316397,0.0,
Mexico,MEX,1997,6.423585,5.8832464,0.006,0.012,26.362097,0.012,26.362097,0.006,5.8832464,19.348513,5.279362,15.809502,0.002,0.0024031615,0.007196469,0.011,0.0012021264,0.0035982346,0.0,
Mexico,MEX,1998,5.862017,6.138586,0.007,0.015,24.592945,0.015,24.592945,0.007,6.138586,16.985353,4.7169094,13.582826,0.002,0.0028769819,0.008284587,0.012,0.0013423045,0.003866141,0.0,
Mexico,MEX,1999,7.305536,6.0600014,0.007,0.017,32.71232,0.017,32.71232,0.007,6.0600014,20.421417,6.1905947,17.218952,0.002,0.0032171444,0.008948377,0.013,0.0013244179,0.0036846262,0.0,
Mexico,MEX,2000,7.1508975,6.358645,0.007,0.019,33.07488,0.02,32.8,0.01,11.68,22.929117,5.977931,16.896765,0.017,0.0034340462,0.010302906,0.014,0.0012649014,0.005151453,0.0,855.0
Mexico,MEX,2001,6.3393073,6.247497,0.008,0.018,28.43533,0.02,28.22,0.01,11.309999,19.66496,5.1713114,14.027937,0.017,0.0032735253,0.009941841,0.015,0.0014547548,0.0049709203,0.0,838.0
Mexico,MEX,2002,5.4490385,6.07106,0.008,0.021,24.86159,0.02,24.7,0.01,10.940001,17.422094,4.355476,12.064081,0.018,0.00367897,0.009768487,0.016,0.001402138,0.0048842435,0.0,843.0
Mexico,MEX,2003,4.6524553,6.9497128,0.008,0.019,19.852205,0.02,19.68,0.01,12.4,15.853659,3.4287248,9.716599,0.018,0.00328153,0.009874593,0.016,0.0013813104,0.0049372963,0.0,960.0
Mexico,MEX,2004,5.303242,7.261834,0.009,0.02,25.176394,0.02,24.95,0.01,13.21,17.313446,4.0983152,11.311089,0.018,0.0032556818,0.0090670055,0.016,0.0014655973,0.0045335027,0.0,960.0
Mexico,MEX,2005,5.473337,8.137519,0.009,0.019,27.709446,0.02,27.38,0.01,14.88,18.278084,4.211103,11.833859,0.018,0.0028874904,0.008644164,0.016,0.0013681365,0.004322082,0.0,960.0
Mexico,MEX,2006,5.5860863,7.4873867,0.01,0.045,30.446474,0.06,30.09,0.01,13.469999,18.42561,4.456438,12.707462,0.101,0.006586638,0.025338909,0.016,0.0014637021,0.0042231516,0.0,960.0
Mexico,MEX,2007,5.209547,8.249913,0.009,0.248,27.339674,0.26,27.0,0.01,14.87,17.276155,3.9571528,11.069203,0.101,0.035895593,0.10659233,0.019,0.0013024505,0.004099705,0.0,960.0
Mexico,MEX,2008,6.696116,7.896158,0.019,0.255,39.223907,0.27,38.79,0.01,14.15,21.538712,5.520945,15.698733,0.101,0.035892416,0.109271936,0.019,0.0026743375,0.0040471083,0.0,963.0
Mexico,MEX,2009,4.9565783,7.547069,0.027,0.59635276,26.722006,0.6,26.45,0.01,13.53,16.536974,3.7718177,10.776126,0.425,0.08417534,0.24444899,0.0251,0.0038110623,0.0040741498,0.0,965.0
Mexico,MEX,2010,6.283124,7.4460497,0.031,1.2391111,37.15799,1.24,36.79,0.03,13.309999,19.42816,5.060967,13.913997,0.519,0.16876855,0.46896863,0.0298,0.0042222464,0.011346015,0.0,965.0
Mexico,MEX,2011,5.886854,7.3669243,0.041,1.6483214,36.27042,1.63,35.93,0.04,13.1,18.091637,4.685401,12.821154,0.601,0.21292964,0.5816443,0.0424,0.005296361,0.0142734805,0.0,887.0
Mexico,MEX,2012,5.4620795,6.7609353,0.069,3.6883104,31.910688,3.67,31.59,0.07,11.870001,16.575943,4.0740156,11.093942,1.815,0.47088408,1.2888498,0.0728,0.008809186,0.024582967,0.0,824.0
Mexico,MEX,2013,5.06007,7.322261,0.106,4.184544,28.021322,4.17,27.72,0.11,12.67,15.54929,3.5412524,9.649123,2.122,0.5288304,1.4515456,0.109,0.013395963,0.03829017,0.0,823.0
Mexico,MEX,2014,6.727102,7.1366343,0.221,6.4261966,38.89277,6.35,38.55,0.22,12.34,19.80082,4.907347,13.2844,2.569,0.81083405,2.1882215,0.174,0.027884968,0.0758124,0.0,813.0
Mexico,MEX,2015,6.0522633,7.632154,0.2021975,8.745094,30.89154,8.45,30.61,0.24,13.12,17.59769,3.8796492,10.2759495,3.271,1.098291,2.8367128,0.287,0.025393857,0.08056936,0.0,906.0
Mexico,MEX,2016,6.1314926,7.6092916,0.25227612,10.378095,30.697353,9.93,29.74,0.46,12.84,17.480696,3.7838523,9.814534,4.051,1.2792367,3.2770116,0.6326,0.031096343,0.15180516,0.0,926.0
Mexico,MEX,2017,6.372722,8.123817,1.1865062,10.6197815,31.847656,9.91,31.74,1.07,13.16,18.075953,3.84663,10.267193,4.199372,1.2826806,3.2056673,1.12574,0.14330882,0.34612152,0.0,925.7
Mexico,MEX,2018,6.939361,7.648148,3.18,13.088611,32.485554,12.53,32.3,1.36,12.59,17.703753,3.9177847,9.72833,4.875635,1.5784972,3.7738693,2.541,0.3835106,0.40961388,0.0,950.6
Mexico,MEX,2019,7.0507708,7.452208,7.366667,16.726667,23.608055,16.78,23.54,6.97,11.71,18.548794,2.9550245,7.4006543,6.050260000000001,2.09368,5.275403,4.426208,0.922087,2.1912727,0.0,935.6
Mexico,MEX,2020,9.475372,7.0345683,9.452778,19.70226,26.935242,19.77,26.74,11.24,11.440001,21.255222,3.9604142,8.214549,6.504433,2.896915,6.07336,5.149,1.389886,3.452937,0.0,906.0
Mexico,MEX,2021,10.514754,6.9060345,11.907885,20.90211,34.722054,20.97,34.47,14.16,11.05,23.9353,4.817839,10.230004,7.69153,2.9002602,6.223475,7.026,1.6522719,4.2024035,0.0,
United States,USA,1965,4.36887,13.332232,0.0,0.0,198.97409,0.0,198.97409,0.0,13.332232,,4.074629,,,0.0,,,0.0,,,
United States,USA,1966,4.171402,14.062007,0.0,0.0,199.9369,0.0,199.9369,0.0,14.062007,,3.8774655,,,0.0,,,0.0,,,
United States,USA,1967,4.542216,14.073571,0.0,0.0,227.22081,0.0,227.22081,0.0,14.073571,,4.258249,,,0.0,,,0.0,,,
United States,USA,1968,4.3309736,15.546045,0.0,0.0,228.15471,0.0,228.15471,0.0,15.546045,,4.0351424,,,0.0,,,0.0,,,
United States,USA,1969,4.5988784,16.22706,0.0,0.0,256.02853,0.0,256.02853,0.0,16.22706,,4.3056097,,,0.0,,,0.0,,,
United States,USA,1970,4.400803,16.235903,0.0,0.0,253.49237,0.0,253.49237,0.0,16.235903,,4.1172185,,,0.0,,,0.0,,,
United States,USA,1971,4.614475,16.584414,0.0,0.0,272.254,0.0,272.254,0.0,16.584414,,4.3307962,,,0.0,,,0.0,,,
United States,USA,1972,4.526047,18.67298,0.0,0.0,278.71597,0.0,278.71597,0.0,18.67298,,4.2234125,,,0.0,,,0.0,,,
United States,USA,1973,4.3547597,19.989693,0.0,0.0,278.2127,0.0,278.2127,0.0,19.989693,,4.0446424,,,0.0,,,0.0,,,
United States,USA,1974,4.902865,20.404264,0.0,0.0,307.28464,0.0,307.28464,0.0,20.404264,,4.5792236,,,0.0,,,0.0,,,
United States,USA,1975,5.006975,19.754301,0.0,0.0,306.2148,0.0,306.2148,0.0,19.754301,,4.6868434,,,0.0,,,0.0,,,
United States,USA,1976,4.5527077,22.564754,0.0,0.0,289.82245,0.0,289.82245,0.0,22.564754,,4.2058325,,,0.0,,,0.0,,,
United States,USA,1977,3.549314,23.536121,0.0,0.0,225.85725,0.0,225.85725,0.0,23.536121,,3.196156,,,0.0,,,0.0,,,
United States,USA,1978,4.3275704,24.678787,0.0,0.0,286.32852,0.0,286.32852,0.0,24.678787,,3.963944,,,0.0,,,0.0,,,
United States,USA,1979,4.2914057,25.756037,0.0,0.0,285.93533,0.0,285.93533,0.0,25.756037,,3.9172165,,,0.0,,,0.0,,,
United States,USA,1980,4.419221,26.656116,0.0,0.0,282.0021,0.0,282.0021,0.0,26.656116,,4.0183063,,,0.0,,,0.0,,,
United States,USA,1981,4.3367486,27.377604,0.0,0.0,266.50977,0.0,266.50977,0.0,27.377604,,3.9133127,,,0.0,,,0.0,,,
United States,USA,1982,5.2567115,26.405048,0.0,0.0,315.5293,0.0,315.5293,0.0,26.405048,,4.8297443,,,0.0,,,0.0,,,
United States,USA,1983,5.6848154,29.8046,0.003,0.002694949,338.67764,0.002694949,338.67764,0.003,29.8046,,5.202278,,,4.1413e-05,,,4.6030476e-05,,,
United States,USA,1984,5.3343606,35.595325,0.00530101,0.006555556,327.58725,0.006555556,327.58725,0.00530101,35.595325,,4.7869487,,,9.581531e-05,,,7.742097e-05,,,
United States,USA,1985,4.765776,36.392895,0.010737374,0.005820202,287.18237,0.005820202,287.18237,0.010737374,36.392895,12.178154,4.2072177,10.80791,,8.532507e-05,0.00021903927,,0.00015730227,0.00040409362,,
United States,USA,1986,4.898404,38.70167,0.014173737,0.004231313,296.97498,0.004231313,296.97498,0.014173737,38.70167,12.544127,4.3105893,11.097251,,6.135883e-05,0.00015811413,,0.00020573207,0.00052963896,,
United States,USA,1987,4.2147536,42.665432,0.01060303,0.003576768,255.4102,0.003576768,255.4102,0.01060303,42.665432,10.752804,3.5868316,9.213249,,5.026266e-05,0.00012902248,,0.0001489028,0.00038247634,,
United States,USA,1988,3.6649997,42.394062,0.009185859,0.000879798,228.38464,0.000879798,228.38464,0.009185859,42.394062,9.291262,3.0676105,7.8362975,,1.1822808e-05,3.018749e-05,,0.00012340135,0.00031518372,,
United States,USA,1989,4.3015428,48.854267,0.2531323,2.1333768,274.72418,2.1333768,274.72418,0.2531323,48.854267,10.330222,3.6027658,8.70634,,0.02797736,0.06760928,,0.0033196073,0.008022067,,
United States,USA,1990,4.7246766,57.459316,0.37079495,2.8167677,292.2809,2.8167677,292.2809,0.37079495,57.459316,10.917163,3.8230917,9.041164,,0.036843874,0.08713145,,0.0048500705,0.011469849,16.732742,2913.5
United States,USA,1991,4.7242856,60.55176,0.4782529,2.9807587,287.32602,2.9807587,287.32602,0.4782529,60.55176,10.741865,3.7633247,8.784782,,0.039041236,0.09113451,,0.006264038,0.014622231,19.388733,
United States,USA,1992,4.261231,64.815414,0.40884447,2.9166899,251.42567,2.9166899,251.42567,0.40884447,64.815414,9.729862,3.2452393,7.655172,,0.037646737,0.08880461,,0.0052770986,0.01244811,22.044724,
United States,USA,1993,4.5714097,66.92472,0.47516188,3.0361888,279.25095,3.0361888,279.25095,0.47516188,66.92472,10.2707815,3.530317,8.201978,,0.03838379,0.08917698,,0.0060070422,0.013956148,25.833727,
United States,USA,1994,4.2548165,66.35486,0.5018728,3.4819283,259.3413,3.4819283,259.3413,0.5018728,66.35486,9.532383,3.2193832,7.4986076,,0.04322358,0.100676656,,0.006230094,0.014511175,28.846283,
United States,USA,1995,4.762141,63.26508,0.5144716,3.1962152,311.21982,3.1962152,311.21982,0.5144716,63.26508,10.601639,3.7807684,8.724164,,0.038828343,0.089596815,,0.0062499167,0.01442175,30.384048,3170.96
United States,USA,1996,5.0185714,64.82596,0.54134125,3.2667363,347.54947,3.2667363,347.54947,0.54134125,64.82596,11.360623,4.084431,9.487109,,0.038390968,0.08917259,0.0139,0.0063618887,0.014777073,21.78628,
United States,USA,1997,5.115221,65.82008,0.5326957,3.3212476,355.9731,3.3212476,355.9731,0.5326957,65.82008,11.45328,4.152261,9.578498,1.611,0.038740803,0.089367874,0.0146,0.0062136473,0.014333735,28.832184,
United States,USA,1998,4.695757,65.61713,0.52465934,3.0562587,322.08926,3.0562587,322.08926,0.52465934,65.61713,10.147997,3.7331295,8.353353,2.141,0.035423122,0.079263754,0.0152,0.006080988,0.013606987,31.444319,
United States,USA,1999,4.5834517,66.47772,0.5183421,4.5333314,316.6052,4.5333314,316.6052,0.5183421,66.47772,9.860898,3.6056008,8.043632,2.445,0.05162703,0.11517324,0.0166,0.005903045,0.013168934,32.786575,
United States,USA,2000,4.027357,66.582825,0.51851267,5.649759,272.76135,5.59,270.03,0.49,74.82,9.229899,3.0383854,7.1021276,2.377,0.06293467,0.147024,0.176,0.0057758964,0.012887615,36.307648,2793.0
United States,USA,2001,3.421371,66.83044,0.5743511,6.8053846,210.24,6.74,208.14,0.54,64.64,7.5132055,2.3835363,5.5837984,3.864,0.07715412,0.18081485,0.213,0.006511542,0.01448665,39.801285,2216.0
United States,USA,2002,4.0155067,71.78936,0.6015976,10.458869,258.16757,10.35,255.59,0.55,69.85,8.749216,2.8654375,6.648666,4.417,0.11608443,0.2692347,0.255,0.0066772145,0.014307156,48.259228,2252.0
United States,USA,2003,4.1800404,71.33214,0.6106543,11.30047,269.97098,11.19,267.27,0.53,70.19,9.025211,2.967953,6.9080935,5.995,0.12423286,0.2892265,0.293,0.00671329,0.013698841,63.254505,2133.0
United States,USA,2004,4.1015115,71.94537,0.69813246,14.286607,262.55466,14.14,259.93,0.58,70.490005,8.73341,2.8128626,6.5772595,6.456,0.15305866,0.35779804,0.363,0.0074793976,0.014676299,77.1594,2152.0
United States,USA,2005,4.219231,72.59806,0.74890065,17.990454,266.42773,17.81,263.76,0.55,70.92,8.749464,2.834965,6.536819,8.706,0.19143015,0.44138896,0.493,0.007968791,0.013630765,90.5215,2285.0
United States,USA,2006,4.6788607,73.08227,0.82443213,26.857714,285.544,26.59,282.69,0.51,71.37,9.418474,3.0432415,6.9852777,11.329,0.28624138,0.65703964,0.6980000000000001,0.008786548,0.012602114,117.979416,2274.0
United States,USA,2007,4.3730087,73.86955,1.0954105,34.797905,243.04407,34.45,240.61,0.61,72.240005,8.39841,2.539321,5.8082304,16.515,0.36356807,0.8316094,0.974,0.011444834,0.014725159,162.89944,2214.0
United States,USA,2008,5.0045505,73.551476,1.6330626,55.922325,251.05386,55.36,248.54,0.86,72.35,9.1809435,2.6716993,6.0508385,24.651,0.59512186,1.3477687,1.153,0.017378947,0.020937158,231.80676,2229.0
United States,USA,2009,5.8000064,73.15986,2.0759604,74.632454,271.53308,73.89,268.82,0.89,71.96,10.547689,3.0205047,6.8231544,34.296,0.8302034,1.8754663,1.614,0.023092758,0.022589864,262.64377,2382.0
United States,USA,2010,5.8405547,75.061844,3.0130365,95.60833,257.2747,94.65,254.7,1.21,73.92,10.3180895,2.7515795,6.1911454,39.135,1.0225409,2.3007143,2.9090000000000003,0.032224737,0.029412193,309.5003,2405.0
United States,USA,2011,6.8973193,75.77516,4.738904,121.3905,316.09534,120.18,312.93,1.82,74.81,12.466525,3.38955,7.6532145,45.676,1.3016932,2.9391983,5.172,0.05081616,0.044511072,345.2215,2409.0
United States,USA,2012,6.886334,77.0361,9.037014,142.24414,274.03003,140.82,271.29,4.33,75.88,12.184118,2.9997473,6.713986,59.075,1.5571158,3.485066,8.137,0.09892624,0.10716045,330.10876,2592.0
United States,USA,2013,7.1346164,80.665535,16.039696,169.5351,266.54984,167.84,263.88,9.04,79.62,12.831115,2.8236425,6.5065427,59.973,1.7959362,4.138465,11.759,0.16991329,0.2229011,344.545,2607.0
United States,USA,2014,7.262891,84.07023,29.216162,183.49019,255.75058,181.65,253.19,28.92,83.07,13.35031,2.6652083,6.1813817,64.23201999999999,1.9121739,4.434804,15.984,0.30446523,0.706053,364.5882,2514.0
United States,USA,2015,7.468743,83.73627,39.42626,192.645,246.45312,190.72,243.99,39.03,82.75,13.626135,2.5777395,5.9743047,72.57302,2.0149415,4.669943,21.684,0.41237307,0.95568305,375.11325,2542.0
United States,USA,2016,8.285086,82.722565,55.4202,229.28542,263.76367,226.99,261.13,54.87,81.92,15.288093,2.7450182,6.3884077,81.286,2.3861992,5.5531907,32.958,0.57676435,1.3423656,399.23404,2517.0
United States,USA,2017,9.082049,82.80032,78.05758,256.8714,296.80646,254.3,293.84,77.28,81.770004,17.451527,3.0593252,7.2511725,87.59700000000001,2.6476958,6.275433,41.357,0.8045766,1.9070604,411.9172,2483.0
United States,USA,2018,8.964939,81.8932,94.30808,275.42166,289.5146,272.67,286.62,93.36,80.520004,17.44999,2.8621294,6.8217683,94.516,2.7228076,6.4897485,49.812,0.9323259,2.2220373,424.44006,2540.5
United States,USA,2019,9.315263,76.82054,107.97374,298.8712,285.46765,295.88,282.61,106.89,75.38,18.294624,2.8319073,6.796156,104.0522,2.9648738,7.115271,59.068,1.0711253,2.5704722,412.82147,2555.3
United States,USA,2020,10.532232,74.30732,132.04141,341.35156,282.7805,337.94,279.95,130.72,72.79,20.315693,3.0197885,6.924006,118.7317,3.645264,8.358273,73.8137,1.4100589,3.2330987,374.58826,2587.0
United States,USA,2021,10.655991,75.490265,165.35657,383.60327,257.6901,378.2,246.47,164.42,72.49,20.749863,2.6109571,5.9358606,132.7376,3.88673,9.10838,93.713016,1.6754191,3.9598093,398.84695,
